Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,Good blender,30-Mar-13,Yes,"It performs well, and blends all the products that I have tried it on. I would recommend it to other people.",0
5,Five Stars,4-Mar-15,Yes,Love it! Easy to use and clean!,0
5,Five Stars,3-May-15,Yes,Love this!!,0
5,This thing is just crazy good!,23-Jan-17,Yes,"I've used this brand several times for bar tending in the past, and it is amazing.  Amazon had a sick deal on it: 237.99 brand new straight from Amazon - not a refurbished product!..If you ever see it at that price, grab it!..This is superior to the Vitamix in one VERY important regard: It is shorter and as a result actually fits on my counter under the upper cabinets!  Vitamix does not!..Otherwise the two are very similar and both are worth a purchase, but the shorter Blendtec was my preference.  That and the fact that I have abused them bar tending and they continue working like champs!",3
5,The best blender we have ever had,4-Apr-15,Yes,"The best blender we have ever had...works seamlessly with any food items I place the blender. I was hesitant about paying so much, but it has exceeded our expectations.",1
1,I am so out of love with Blendtec,23-Jun-16,Yes,"I am so out of love with Blendtec.  I have never written an Amazon review before but I feel very strongly that no one should buy this product.  A few years ago I bought two of them, a couple of months apart from Amazon.  They get the same amount of use.  But I have gone through four jars on one.  The other is still going strong with the original jar.  Blendtec does not acknowledge this defect. They should replace my motor instead of making me buy a replacement jar every year but unlike Vitamix (anecdoctal from friends' experiences) their warranty does not cover this.  I will not spend another $100 for another jar and can't afford a vita mix right now so ninja is it is.",12
5,I highly recommend this blender,1-Mar-16,Yes,"I highly recommend this blender. I ruined the motors in several good, expensive blenders trying to blend up ice or frozen fruit in smoothies before biting the bullet and getting a Blendtec. It's expensive, but it's worth it. If you love this blender it will love you back. A million smoothies later it is still going strong. I will probably never have to buy another blender, but if I do, it will be a Blendtec.",1
3,Missed programmed buttons!,26-Dec-16,Yes,"Bought this blender for wife for Christmas. The next morning she unbox it, set it out on her kitchen counter and plugged it in to try it out. When she push the different setting buttons like the soup button, the LED screen would show that she had pushed the ice cream button. So she continued to try the other buttons and the same thing would happen. Beside that the blender seem to work fine. Just not sure what setting she was using because the LED read something different then the buttons she would pushing.",0
5,I love this blender!,12-May-07,Yes,"I know the $400 price tag is a bit much to digest at first, but its well worth the money for this magical blender. For anyone who is serious about their blending this is a must have for the kitchen or bar. I bought a book called ""Greens for life"" along with the blender and it has changed my life for the better. GET THIS BLENDER!",12
5,Loveeee it,7-Sep-18,Yes,So glad I bought this.  Have been using it almost everyday for 2 months now and have no complaints. Try and get it Mondale if you can,0
3,We have had this for 5 years. We barely ...,4-Apr-17,Yes,We have had this for 5 years. We barely used it originally and now have 1000 uses. It just stopped working.,1
5,It is a great item that does fantastic item,19-Aug-14,Yes,I have used this item so far to make Smoothies and batter.  It is a great item that does fantastic item.  Enroll in their weekly recipe.,0
5,The best blender Blendtec makes,17-May-15,Yes,The best blender Blendtec makes..To bad they stopped production to upgrade . Newer model is just not the same. If you could still get your hands on this model I suggest you do so..Lost my old one when my house went on fire back in March..Was thrilled when I could still find it on Amazon.,2
1,Not the same you get from other stores.,23-Jul-18,Yes,This came in some brown cardboard packaging. Not sure if this is refurbished. The jar feels cheaper quality.,5
4,Blending is better than juicing,16-Jan-15,Yes,"This is a great little blender. It does what they say it will do, so if you want to be healthy, get one and use it everyday.",0
5,Nice Blender!,7-Feb-16,Yes,This blender rocks!  It blends everything super smooth vs leaving chunks like most other blenders.  Glad I bought this one.,0
5,Great product,15-Feb-17,Yes,"This is a great product. I only wish they made the jar in glass, instead of plastic. But it is well worth the money.",0
4,Blender,8-Jul-13,Yes,Only used it once so far  but it seems to do a better blend job than my old blender ever did,0
5,it blends Iphones for cripes sake,28-Aug-17,Yes,"if it can blend an IPhone it will blend the hell out of your kale! 5 stars, tons of use.",0
5,Amazing Blender,14-Jul-13,Yes,"Bought this blender to make my green smoothies after my cuisinart blender bit the dust after using it to blend up kale and spinach after 3 months.  This blender is super powerful and I have used it to make the green smoothies, regular smoothies, slushees, and frozen margaritas with no problems what so ever.  It is a little pricey, but the quality of the motor and the 7 year warranty does ease my mind with spending that much for the blender.",1
5,Blendtec Blender,17-Aug-10,Yes,"This is a terrific product - and it fits under my cabinets!.I especially like it for blending whole food juices and for making ice cream. The only down-side is that the motor is loud, so wear ear protection. I purchased one for myself and one for my daughter.",1
5,Five Stars,22-Mar-17,Yes,Love it Love it. I juice everyday. fresh and frozen fruits &amp; vegetables,0
5,"It is good,but  the vitamix is better.",5-Jul-13,Yes,I have bought a vitamix 5200s several days ago at costco.I bought blendtec at amazon for my parents as a gift.It is obvious that the vitamix do a better job than the blendtec.But i think the blendtec can do a good job for family at a lower price.,1
1,I'm Melting!!!!,2-Oct-13,Yes,"My blender smoked- melted the rubber and left chunks of rubber in my smoothie.  All after less that 25 uses.  Are you kidding me.  For this money it should not have burned out quite so quickly.  It was a smoothy- made of frozen fruits, juice and soy milk.  UNREAL!!!  I am writing to the company.  This is the Blendtec TB-621-20 Total blender.",29
5,awesome,30-May-10,Yes,I was no sure about spending the extra money on the blend tec.  But i was so wrong this is the greatest blender i have ever seen i have recomended it to all of my friends.,0
5,Awesome blender,24-Feb-08,Yes,"Perfect blender.  Just dump the stuff in, push a button, and let it do its job.  A little loud but what do you expect with 1,500 watts of power?  If sound is really an issue, upgrade to the commercial one and go for the Q-series.",5
4,Nice blender.,6-Jun-13,Yes,"I haven't used this blender as much as I would like to.  Need to find more recipes to try.  Easy to use/clean.  I wish the buttons had larger text so I wouldn't have to reach for my ""readers"" to know which button to press.",0
5,Five Stars,28-Dec-14,Yes,a,0
5,BLENDTEC,4-Jan-11,Yes,"I BOUGHT A BLENDTEC FOR MY USE SEVERAL YEARS AGO AND IT STILL WORKS PERFECTLY EVEN THOUGH IT IS USED MULTIPLE TIMES DAILY. MY SON LEFT FOR COLLEGE SO I PURCHASED A BLENDTEC FOR HIS USE. IT ARRIVED IN NEW CONDITION ON TIME AND AT A GOOD PRICE. I THINK THIS ITEM IS AN EXCELLENT VALUE SINCE BEFORE I DISCOVERED BLENDTEC, I PURCHASED AT LEAST ONE BLENDER PER YEAR AND WAS UNHAPPY FOR PART OF THE YEAR UNTIL I PURCHASED A NEW BLENDER.",3
5,Great USA item,15-Aug-18,Yes,"Highly recommend this ""Made in the USA"" blender! Well worth the money in every way. More quiet than my last cheaper one, easy to clean, sturdy, looks nice on counter, functionally works very well.",0
5,The Best blender on Earth!!,2-Nov-12,Yes,There is really not much to say here. This Blendtec blender meets and exceeded all my expectations. I was thinking about purchasing a VitaMix blender but chose this one because of its unstoppable gears:)A MUST buy!!,0
1,One Star,25-Jun-18,Yes,Item did not come in original Blendtec box and jar was missing from package.,1
1,Missing parts?,4-Apr-18,Yes,My Blend Tec came without a lid?,0
5,Great little machine,6-Mar-15,Yes,"Strong, dependable, efficient. Great little machine, use it daily for shakes including frozen fruits and  juices. It eliminates the tiny seeds and is programmed well for different blending tasks.",0
1,Item leaks when blending,20-Mar-18,Yes,"I ordered this as a gift for my fianc??, but just after 5 weeks it seems to be leaking from the bottom when blending. It may be a rubber seal issue. I would not recommend this product as a $200 blender should not leak.",0
1,but doesn't work like a Vitamix,10-Apr-17,Yes,"Basically works as well as a $60 blender. Not sure if I got a dud or not, but doesn't work like a Vitamix.",1
1,The jar leaks water.,20-Jan-18,Yes,Hi.I recieved blend.But the jar leake water.So how can i exchange jar?,1
4,Blendtec,2-Nov-10,Yes,"I love my new Blendtec. I highly recommend this awesome machine to everyone who is interested in eating a healthy diet. And the shipment arrived quickly, safely and inexpensively.",2
1,No four side jar included.,3-Jan-18,Yes,Did not receive four side jar in package so I'm left with just the base.,1
5,Impressive,20-Nov-12,Yes,Had it for about 2 weeks and I've been making green smoothies with it.  It has this impressive suction-like pulling that makes sure everything gets blended. Love it so far.,0
3,Performs well but very noisy,22-Feb-12,Yes,"After researching several competing products, I purchased the Blendtec.  It performs as advertised.  The heavy duty motor powers through everything I have tried.  But, it sounds like a jet taking off.  Do not use if someone is trying to sleep!",4
1,Sad,26-Jan-18,Yes,Broken down after 2nd use. Too sad!,1
1,Fine for making smoothies,15-Feb-18,Yes,"Fine for making smoothies, I guess, but not useful in chopping dates or even canned beans.  It could barely handle froze banana pieces. Wish I'd bought a food processor instead.",0
1,Looks like it was opened,24-Apr-18,Yes,"Looks like it was opened, possibly used, marked up, dirty and returned. Not new and sealed.  Very disappointing. MISSING MIDDLE CAP :(",0
5,Best purchase ever!,24-Jun-13,Yes,"Easy to use, easy to clean and the best part is that you can access tons of recipes on the Blendtec website.",0
5,Five Stars,5-Oct-15,Yes,Great product,0
1,Poor Quality Control,19-Mar-18,Yes,"Within the first 5 seconds we had an ""overload"". Poor quality control. What a shame when you spend almost $300!!",0
2,Two Stars,21-Dec-16,Yes,Overheats very easy - started smoking last time we used it.,1
5,One of the best purchases ever!,15-Jun-13,Yes,Easy to use. Very powerful motor. Best of all clean up is simple. A great way to get more fruit and vegetables into diet.,0
1,Big mistake!!! buy the Vitamix instead!!!!,5-Dec-16,Yes,"Do not buy this product!!! I used to have the vitamix and decided to switch to the blendtec due to all of the hype. Big mistake!!! From the beginning I smelled a plastic, burning odor that would come and go. I've had this for almost 2 years and I used it today, the plastic/burning odor lasted in my apartment for an hour it was so strong and I'm sure toxic to inhale. Also, it really never did a great job of blending frozen fruit.  I am so irritated I can't believe I spent so much money on this piece of crap! I really regret buying this!!!!!",2
4,Great Blender!,13-Jul-16,Yes,"Wow, this blender is fantastic!  We were not disappointed, it blends EVERYTHING!!",0
1,This was such a disappointment..,24-Feb-17,Yes,"This was such a disappointment... I don't understand the comparison with vitamix. Vitamix has it all day over this. If you told me it cost $80 I would say it was a rip off. I returned it after 5 uses. It shook my whole kitchen, Got stuck blending lettuce and was just completely unimpressive",1
5,Five Stars,14-Apr-15,Yes,Great blender. Great recipe book.,0
5,Five Stars,12-Jul-14,Yes,Met all my expectations and beyond!,0
1,"Multiple failed products, absurdly gruff customer service (grab a Vitamix instead)",1-Mar-17,Yes,"Simply not worth the money...2 failed jars, 2 failed bases (ever increasing bearing noise, + amazingly contentious customer service where they treat you as a burden instead of a customer who shelled out a decent chunk of change for a 'high end' kitchen appliance...I made the switch to a Vitamix, which on the contrary, has been 100% trouble free.",2
5,Five Stars,31-Jul-15,Yes,Love this powerful machine!!!,0
5,Strong and Powerful,12-Nov-14,Yes,"Heavy duty!  Blends everything well.  A bit noisy, but that's to be expected with the high power.",0
1,Died after 8 months!,20-Jan-13,Yes,"I bought the Blendtec TB-621-20 Total Blender, Black in May 2012 and it broke just now, right in the middle of a smoothie.  I use this blender maybe 4-5 times a week, not even every day, and it has died just eight months after I dropped $400+ dollars.  I have just written an e-mail to the company to find out about a warranty or what they can do to fix this.  Before this unexpected and very disappointing failure, I would have given it 4 stars.",9
1,HEATS YOUR JUICES AND SMOOTHIES :-(,8-Apr-16,Yes,I was in love with the Blentec when it arrived. it seemed perfect until the 2nd day when the juices and smoothies came out warm. They sent a bigger jar saying it was that and the same thing happened. Over heats and not worth the price. Sad as it seems like the perfect machine,8
5,Five Stars,12-Nov-14,Yes,Love this blender great product,0
5,makes super fine smoothies,19-Jul-16,Yes,"If you make green smoothies then this is the BEST blender you can buy. This blender has a 'Whole Juice"" setting that will perfectly puree raw fruits and veggies skin and all to an evenly smooth baby food consistency. I have tried other blenders including the Ninja blenders, I have found that while the Ninja with effectively dust ice it just cant get the smoothies as fine as the Blendtec. I use  mine every morning and although it was an initial costly investment it still works just like the day I got it out of the box a  year latter. Im so glad I bough it!",1
1,Do not buy a Blendtec,10-Oct-13,Yes,"We have owned a Blendtec for just over 3 years and the seal on the jar went bad 2 times. We spent $ 520.00 on this blender with a 3 year warranty from Amazon.  Now even the motor is tripping the electrical outlet every time we use it.  Blendtec offered to send us a refurbished motor and jar for $185.00.  Our warranty now longer applies.  We purchased this blender because of its size and power and loved it while it worked except for the noise. What a waste of some hard earned money..Now we purchased a top of the line Vitamix, the new smaller size with a 10 year warranty on the motor and the jar.  It cost us 750.00 with the extended warranty.  This Vitamix does not rattle the house like the Blendtec did. It is all around bigger easy to use and it blends like a charm.  Vitamix has a much better reputation and track record.  Do not waste your money like we did on a Blendtec.",15
5,The Blendtec vs. Vita-Mix dilemma,7-Apr-09,Yes,"I must give you a little bit of history before reviewing the Blendtec . . ..Our local Costco was having a Vita-Mix road show and i bought it knowing that I really liked everything I had ever read about a Blendtec.  A couple of my friends raved about the Vita-Mix, so I felt I needed to pay a little attention.  A large purchase like this deserved a little research so that I wouldn't have any regrets.  I watched the demo, was impressed and took home the Vita-Mix that day.  I was anxious to make a smoothie with it because I had been using the Magic Bullet for five months.  I made my first smoothie with it, and it turned out great but the ""honeymon"" didn't last very long.  I did not like the sheer size of the Vita-Mix!  It sat VERY high on my counter, wouldn't fit under the cabinet and it looked like it belonged in a commercial-sized kitchen, not mine.  I absolutely disliked everything about the lid, except the ability to drizzle liquids in from the opening.  The lid was not easy to put on nor remove.  And the tamper!!!  A good machine should not require a tamper to push the food around.  The blender canister has these decorative grooves on the sides and oh what difficulty to ""get every last bit out"" with a a rubber scraper.  I felt like I was wasting food!  Then, I made a vegetable pate and the 4-pronged blade made it extremely difficult to get the food hiding below the blade.  By this time, I had had enough and was only too happy to take it back to Costco...That same night, I ordered my Blendtec.  It arrived promptly and have LOVED everything about it since Day One!  It is so-o-o-o easy to ""get every last bit out"" because the sides of the blender doesn't have the unnecessary decorative grooves on the side.  It makes a big difference if you're the type that doesn't like to waste.  I feel that the Vita-Mix and Blendtec are equally noisy, but it does its job so quickly and efficiently that it really isn't on for very long.  It is so efficient and powerful that it doesn't need a silly tamper to get everything blended well.  It fits under my cabinet where I like to keep it and it is just perfect in every way.  I make whole fruit and/or leafy green smoothies, sometimes twice a day, and it's always smooth and perfectly blended.  As long as you add the proper amount of liquid, that ""vortex"" forms and everything gets pulled downwards.  Everything i make just comes out absolutely perfect.  I just can't say enough good things about this machine.","1,945"
5,Amazing blender...,21-Oct-15,Yes,"Blended 2 iPods and a cat with this thing, but we had to use a chain saw for the neighbors.",0
4,Four Stars,19-Sep-14,Yes,Good,0
5,Five Stars,8-Oct-14,Yes,it's great.,0
1,Jar leaks after 3 months of daily smoothie making.,28-Oct-17,Yes,"Had it for about a year before starting to use it heavily.  That is, daily smoothie making in the mornings with veggies and frozen fruit.  Now the jar leaks from the bottom.  The  blade mechanism is loose and liquid leaks through.  I can't see a way to tighten it.  I  can but a replacement for $100.  But I am not going to because I may be buying another in a few months.",2
4,Blendtec Total Blender,4-May-12,Yes,Great product but need a voltage regulator if you live in Australia. Would be great if Blendtec design it for overseas markets.. Voltage regulators are quite expensive and very bulky.,1
1,No lid,2-Dec-16,Yes,I was so thrilled to get my Blendtec! But it didn't come with a lid. :(,1
1,I could almost cry!,15-Nov-12,Yes,"I loved my blendtec. Almost a year old. I used it almost every day, and used it responsibly. Now I tried to use the ice cream setting. A cup of water with a small handful each of frozen mango and banana. It started vibrating so violently I had to hold the top of it. Then it started smoking. I poured out the contents and noticed it had tiny bits of rubber in it! Wasted my food, which is scarce until my next paycheck, and could have made me sick if I drank it. I am so sad, and I can't find my purchase info. I am sorry for the negative post, but people should know this happened.",20
5,AWESOME,1-Oct-11,Yes,The Blentec is sooooooo much better than my Vitamix!!! There is really no comparison.  This is a much better blender for your money......,3
2,"After less than a year, it smokes when I ...",19-Jan-15,Yes,"After less than a year, it smokes when I turn it on and use it and then greese spews out from the bottom.  For a product with this price, that should not happen.  Will need to replace, so I got about a year's servcie for a$400 plus blender!",1
2,In the long run it is many times more expensive than the vitamix??do the math,7-Jul-12,No,"Please read update below; it is a game-changer:..My honeymoon ended with this blender after 2 years, which up to this point my review would have been as glowing as the other 5 star reveiws. My suggestion is not to believe any review from someone who has not owned and used this mixer everyday for 2 years (which I have done). Bottom line: in 12 years this will cost you $300 more than the price you are paying. Here is why.....FACT: the seals will go on the blender top in 2 years if you use it daily.  Do not believe that this is the exception (in my reading of reviews, i often ignore the 1 star reviews thinking they are manufacturer flukes). THIS IS NOT THE CASE! Google it, read the reviews here and you will discover that there is a designflaw<a class=""a-link-normal"" data-hook=""product-link-linked"" href=""/OMNI-V-Blender-3-HP-Heavy-Duty-Professional-Multi-Speed-Timer-6-Knives-Blade/dp/B007CPLTBA/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">OMNI V Blender 3 HP Heavy Duty Professional, Multi-Speed, Timer, 6 Knives Blade</a>??in the jar in the bottom seal which requires the jar to be replaced regularly. K-tel knows about the problem, and rather than paying for the huge expense of creating a new tooling machine to produce a new seal/blade, they extended the jar warranty from two years to three (which is not really addressing the problem, as it means you have to replace the $100 jar less frequently...I first started noticing the seal going as a black fluid started leaking from the bottom of the jar (i wondered, what is that???). Later, the seal itself started coming out in the jar (GROSS, i do not know how long i was drinking this fine black dust).I googled the problem, and saw that the jar has a design flaw, and this was not just aan occasional bad jar)...I believe that the reason that these amazon reviews are not littered with one star reviews for this blender is that most people do not use their blenders once or twice a day for two years (as we did). If you are an occasional user, the 3 year warranty could last a long time, but in time you will find out...and be ready to start pulling out $100 every 3 years...Note: I gave it two stars rather than one, as for the two years I had it, I loved it. Now my pocketbook wishes I had gotten the comparable (and in the long run a fraction of the cost) Vitamix...I have selfishly never done a review before(even though i read them all the time), but as a public service to everyone, take the time to pass this information on...7-18-2013 Update:.My new wildside jar is around a year old. So far so good. Also worth noting is  that this new jar does not get the use of my original, as now we only use it a few times a week. Also, the wider base and the larger blades do not put as much stress on the jar mechanics...If you do not hear another update from me, you can know things are still okay with my new top; I may get lucky. Otherwise, I promise to will keep you posted...11-9-2013.It was just brought to my attention that Amazon now sells another 3hp motor blender, the Omini V blender for more than $100 less than the Blendtec, If anyone personally has info on this, please post for me and others!..Update:12-23-2013.In one of the recent replies to my post, I was alerted that Blendtec now warranties the jars for 7 years (does not help me, but now makes my rating/review obsolete). Thanks Adam for the update...Closing notes: If you do have a jar problem (i believe the basic problem in tooling has not changed), you pay the shipping for replacement and will be without a jar for a while, but this small expense and inconvenience, imho, is worth the risk of possibly getting a bad jar (which DOES happen)! I would recommend getting it with a Wildside jar, which seems to have less complaints than the regular jar. At a year and a half, I have not had any problems my Wildside. I cannot change the rating, but this now closes this jar issue (with my recommendation to buy only with a Wildside, and not regular jar).","2,102"
1,Not impressed.,13-Apr-15,Yes,This item had to be exchange 3 times from the maker in Utah. Also Costco had it for over $100. less with a smaller blender included. I felt ripped off. Costco also had them in red also.And they were the newer model. I still am not impressed for the money.,2
4,"If you're going to get a Blendtec, make sure you have the Twister jar and right user interface",20-Jan-18,No,"First let me start off by saying that I owned a Blendtec Designer Series (the original model) and I currently own a Vitamix 5200. So I will be able to compare these two machines via my own personal experience with these machines. I am a person who uses my blender for everything; from making smoothies, nut-butters, flours, batters, milks, etc I have extensive experience using both the Vitamix and Blendtec blenders (in the case of the Blendtec, I also had experience with the Twister Jar so I'll be making some comments about that as well)...You might be wondering why I am writing a review for the Total Blender if the original Designer Series is the model I had. I am writing for this model for a few reasons. First, I did have a review for the Designer Series, but Amazon got rid of that review because I didn't purchase through them (and now for some reason they will only accept views on certain models only if you're a verified buyer or Vine reviewer). Second, because there are gripes I have with other Blendtec models, which I will compare to this model. And third, for all practical purposes, this model and the Designer series (along with most other Blendtec) are the exact same machine. Most Blendtec models all sport the exact same motor (the same 1560 watt motor) and all Blendtec machines are compatible with all the jars (meaning regardless of which Blendtec model you have, any jar will work)...So with that, what I like about the Blendtec is that this is one of the most powerful blenders you can buy. It is the only blender on the market that is a true competitor to the Vitamix. I don't mean that just in terms of blend quality, but also in it's versatility (especially with the Twister jar), build quality, warranty (a full 8 year warranty), and the level of support. Blendtec is constantly updating their website for recipes, coming out with new containers (which are generally less expensive than Vitamix containers by an appreciable amount) to improve blending experience, etc. And like the Vitamix, Blendtec is made in America...Smoothies (and similar concoctions): For blend quality, this is the machine to get. Your smoothies will come out silky smooth almost every time you make something in this machine. It is the only machine that is targeted for residential use that truly produces Vitamix-like quality. Some blenders can come close, but Blendtec hardly takes a back seat to the Vitamix. The only time I have ever noticed that Vitamix can blend ever-so-slightly smoother than the Blendtec is with things like dates or blackberry seeds. Don't get me wrong, the Blendtec does a marvelous job. But it might have to be run for another 30 seconds longer to truly pulverize these ingredients. Other than in these instances, you'd be hard-pressed to tell the difference in blend quality. If the Vitamix's blend quality is a 10 then a Blendtec would probably be about a 9.5+. (And I want to be clear that I am splitting hairs here. In reality, if I handed you a smoothie made with dates or blackberries from a Blendtec, you wouldn't be thinking, ""Oh, that's definitely not the Vitamix!"" The difference can really only be noticed if you're consciously thinking about it and comparing the two blenders... this is of course provided that you used the equivalent settings on both blenders)...This basically means for smoothies, frappes, or milkshakes, the two machines are virtually indistinguishable in terms of blending things into a smooth texture. And since these things are what most people use their blender for, most people would not be able to tell much difference between the two machines...Flours: Blendtec can grind things like rice into rice flour that is so fine that you can easily bake with it. It feels every bit as fine as the flour you'd buy at a store. This is very nice when you need flour but you don't really feel like going to the store. If you have any rice (or anything else that can be ground into flour) on hand, then you can turn it into rice flour in less than 1 minute. Just put 1 cup into the Blendtec, hit the highest speed and it will shut off after 50 seconds. And what you're left with is flour fine enough to bake with. Vitamix can do this too, and the result will be comparable to the Blendtec's result. In this area, both machine are about equal in their performance...Food processing: Vitamix gives you greater control over the speed of the blade for food processing. At the lowest Vitamix speed, the blade spins at about 500 rpms. This allows the Vitamix to be used as a food processor without over blending. This means I can drop a carrot or an onion in the Vitamix and mince it without turning it into mush. Unfortunately the lowest speed on the Blendtec is approximately 4000 rpms, which makes it far too fast to easily be used as a food processor. Also, the dull thick blades on the Blendtec make it so it doesn't really cut things very well on the lowest speed making it more difficult for it to nicely mince up produce. To make matters worse, the wide square design of the Blendtec jar makes it difficult to work with low volume ingredients (hence one of the reasons Blendtec came out with the mini-Wildside container or the Twister jars). So for food processing, Vitamix is definitely the better machine to get...Thick concoctions (nut butters, ice creams): this is where the Vitamix truly shows its strength vs. the Blendtec. First off, let me tell you that if the reason you're thinking of the Blendtec over the Vitamix is because you have this idea that the Blendtec does not need a tamper, then get that thought out of your mind as soon as possible. This is a marketing claim by Blendtec, but in practice, it is not true at all. And Blendtec knows it, which is why they invented the Twister jar...With the Vitamix, because of the tamper, along with the Vitamix's relatively narrow jar design, you can turn 2-3 cups of nuts into nut-butter in about 1 to 2 minutes using the tamper. This is because with the tamper, you can redirect the nuts back into the cutting path of the blades. With the Blendtec, things aren't so simple. If you put 2 cups of nuts into the Blendtec, you'll find that eventually the Blendtec blades will become ineffective after a few seconds because all the nuts are no longer in the cutting path of the blade (this is called cavitation; it's basically when a ""pocket"" forms around the blades and they are just spinning in the air without actually blending anything). Since the Blendtec doesn't have a tamper, you must stop the machine, use a spatula to redirect all the nuts back into the blade, start it again, and repeat this cycle until you get the results you want. Basically, by the time you are able to make the nut-butter (or any other type of thick/dense recipe) in the Blendtec you'd have to have stopped the machine at least half a dozen times or so...If you have the Twister jar, thick concoctions like nut-butters become a lot easier to deal with because the special lid on the Twister redirects ingredients back into the cutting path of the blades. But this means you have to stand in front of the machine, and turn the twisting mechanism (which many people find awkward) vigorously to get the consistency you want. So much for not needing a tamper. So much for ""Push a button and walk away"". And the Twister jar is sold separately for $100+... so why didn't Blendtec simply create a $20 tamper for its customers? Well, my suspicion is because Blendtec has bashed the idea of a tamper so much, that I think they needed to create the Twister (instead of producing a $20 tamper) to keep from having too much egg on their face. Unfortunately the customer loses in this case (but to salvage this situation, often an older model [or basic model] Blendtec + Twiser can be purchased for approximately the same price as a Vitamix)...As for ice creams, Blendtec can make ice creams, but in a standard jar (like the Fourside or Wildside) you will have to master how much liquid ingredients versus frozen ingredients to put into the machine and then use the ice cream cycle. However, this can be done, but without the proper ratio of liquid to frozen ingredients, the machine will not be able to truly produce an ice cream-like texture. Too much liquid will result in a smoothie/slushy. Too little liquid will result in the machine not being able to blend the ingredients, due to cavitation. The nice thing about the Vitamix is that you don't have to master this ""liquid to frozen"" ratio. In fact, with the Vitamix, you can put in 100% frozen ingredients, and thanks to the tamper, you can turn those frozen ingredients into a nice ice cream or fruit sorbet. The Blendtec can do this with the Twister jar. Without it, if you have too many frozen ingredients, you'll be in the same situation you were with nut-butters...Durability: Blendtec is well made, but they have an on-going problem with the gaskets in their jars leaking. This isn't a rare occurrence either. Almost anyone who has used the Blendtec regularly for at least a year has had this problem happen to them before. It happened to mine. Fortunately, Blendtec has recently redesigned their jars to hopefully eliminate this problem all together, but this is a recent change, so time will tell whether or not this problem is a thing of the past...Blendtec models: for the most part, most Blendtec models are identical as far as the guts of the machine is concerned. Except for a couple higher end models, all Blendtecs have a 1560 watt motor, and are compatible with any jar they have. With Vitamix, not all the jars are compatible with every model, unfortunately. This means no matter which Blendtec motor base you have, you can use any Blendtec jar. So you never have to worry that, ""I have xxx model Blendtec, can I use a Twister or mini Wildside with it""--the answer is yes, you can...However, there is something really annoying that Blendtec has done with their blenders. And that is, there can be a great difference in the user interfaces of the different models. For example, this blender is the Blendtec Total Blender with 10 variable speeds and 6 pre-programmed settings. This is the model that Blendtec has based most of their recipes off of. Unlike the Total Blender's 10 manual speeds, my Designer Series had 8 manual speeds. So when a Blendtec recipe said something like, ""Blend on speed 5 for 20 seconds, then ramp up to speed 10,"" how exactly does this translate on my machine?..Newer Blendtec recipes try to avoid such precise speed settings and instead will say something like, ""Start off on low speed, and then speed up to medium-high"" --however, what if you have the Blendtec 570 model which only had low, medium and high speed? It wasn't capable of a ""medium-high"" speed...Even the pre-programmed settings can cause confusion. Because some Blendtec recipes will call for using the ""whole juice"" setting, but what if you have a Blendtec 575 which does not have a whole juice preset? These types of situations create a lot of confusion for Blendtec owners (who do not own the Total Blender, which by the way has been discontinued by Blendtec) who are trying to follow recipes that were originally designed using a different Blendtec model than the one they have...So keep these things in mind when you're selecting the right Blendtec for you. And one last point, the pre-programmed settings. If you follow the Blendtec recipes exactly as they are, you'll almost always come out with a perfect blend. If you veer off and start doing your own thing, however, then all bets are off. Here's a tip: when you're not following a Blendtec specific recipe, ignore the smoothie button and use the whole juice button instead (this is of course assuming your Blendtec has a whole juice setting). The whole juice button is a longer blend cycle and it blends at faster speeds than the smoothie button does. In my opinion, Blendtec should do away with the smoothie pre-set and just use the whole juice button. Or even better yet, use the manual controls...So my opinion on the Blendtec is that if you never plan to make thick concoctions like nut butters, then it is a fine machine. But if you do plan to do things like this, then life without the Twister jar will be very difficult. With the Twister jar, the Blendtec is a fine machine with a great warranty. With the Twister jar I'd give the Blendtec 4.5 stars, but without the Twister, I'd give it more like a 3 star rating.",5
4,It will blend.,12-Aug-07,Yes,Product works great.  Product is very well built and holds up well so far.,2
1,Do you like eating plastic?,26-May-12,No,"We have had our blender for about two years, and I have rated it a four until today.  It was previously a five until the blades would not turn as rapidly, and I figured that we had worn it down and would need to see how well the warranty works.  But as of today, it is a less than a one.  Beware that if you use it often, at some point you will smell something burning, and discover black pieces of plastic hovering around in your smoothie, or other blended food - if you are lucky and do not drink first and discover that you have ingested it.  Read the one star posts, and you will find that this is the way that the product works.  It is inevitable.  One can only wonder how much plastic you ingest before it becomes noticeable.  The plastic fixture that houses the blades inside the pitcher eventually gives way, sending pieces of plastic spiraling into your food.  The eventual warning is a burning smell that you will assume is coming from the blender housing - not the pitcher.  Upon close investigation, and small hard things in something that is supposed to be a smooth smoothie, you will find that the plastic piece that is holding the plastic inside the pitcher has gone south and is breaking down inside your food.  Of course, now I believe that this has been going on ever since the blades stopped turning as rapidly, but the plastic shards were too small to notice.  Perhaps the company could have a better design, but that would cut down on profits.  Besides, a little plastic may do us and our children some good...Ministerlou",145
